,movie,year,imdb,metascore,votes,n_imdb
530,S.W.A.T.,2003,6.0,45,128445,60.0
531,Johnny English,2003,6.2,51,126327,62.0
532,Good Bye Lenin!,2003,7.7,68,125538,77.0
533,Scary Movie 3,2003,5.5,49,123504,55.0
534,Bad Santa,2003,7.1,70,123002,71.0
535,The Recruit,2003,6.6,56,121675,66.0
536,Dogville,2003,8.0,60,120682,80.0
537,Monster,2003,7.3,74,119634,73.0
538,The Texas Chainsaw Massacre,2003,6.2,38,118856,62.0
539,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,117266,55.0
540,Matchstick Men,2003,7.3,61,115113,73.0
541,Freaky Friday,2003,6.2,70,110163,62.0
542,Charlie's Angels: Full Throttle,2003,4.9,48,109481,49.0
543,Tears of the Sun,2003,6.6,48,102971,66.0
544,Something's Gotta Give,2003,6.7,66,99954,67.0
545,Freddy vs. Jason,2003,5.8,37,99036,58.0
546,The Life of David Gale,2003,7.6,31,98307,76.0
547,Gothika,2003,5.8,38,97478,58.0
548,Wrong Turn,2003,6.1,32,97455,61.0
549,Paycheck,2003,6.3,43,95912,63.0
550,The Dreamers,2003,7.2,62,95409,72.0
551,Salinui chueok,2003,8.1,82,92033,81.0
552,Shanghai Knights,2003,6.2,58,90502,62.0
553,The Rundown,2003,6.7,59,90283,67.0
554,Cheaper by the Dozen,2003,5.8,46,83822,58.0
555,The Core,2003,5.5,48,83745,55.0
556,Runaway Jury,2003,7.1,61,83266,71.0
557,Intolerable Cruelty,2003,6.3,71,83070,63.0
558,Dreamcatcher,2003,5.5,35,82459,55.0
559,Brother Bear,2003,6.8,48,81935,68.0
560,Elephant,2003,7.2,70,77776,72.0
561,Thirteen,2003,6.8,70,74078,68.0
562,Bom yeoreum gaeul gyeoul geurigo bom,2003,8.1,85,69126,81.0
563,Mona Lisa Smile,2003,6.5,45,68618,65.0
564,Holes,2003,7.0,71,67067,70.0
565,House of 1000 Corpses,2003,6.1,31,66875,61.0
566,Girl with a Pearl Earring,2003,6.9,72,66209,69.0
567,Ong-bak,2003,7.2,69,65659,72.0
568,The Room,2003,3.6,9,64762,36.0
569,The Station Agent,2003,7.7,81,62530,77.0
570,Just Married,2003,5.5,28,62439,55.0
571,Jeux d'enfants,2003,7.7,45,61714,77.0
572,Seabiscuit,2003,7.3,72,61678,73.0
573,Haute tension,2003,6.8,42,60692,68.0
574,House of Sand and Fog,2003,7.6,71,60443,76.0
575,Open Range,2003,7.5,67,59741,75.0
576,Peter Pan,2003,6.9,64,59509,69.0
577,Timeline,2003,5.6,28,56264,56.0
578,Daddy Day Care,2003,5.5,39,55973,55.0
579,Kal Ho Naa Ho,2003,8.0,54,54625,80.0
580,Basic,2003,6.5,34,54427,65.0
581,"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,53334,47.0
582,Coffee and Cigarettes,2003,7.1,65,53063,71.0
583,What a Girl Wants,2003,5.9,41,53060,59.0
584,Jeepers Creepers II,2003,5.6,36,52287,56.0
585,Out of Time,2003,6.5,63,50958,65.0
586,Duplex,2003,5.9,50,50511,59.0
587,"Janghwa, Hongryeon",2003,7.2,65,48535,72.0
588,Stuck on You,2003,5.8,62,47818,58.0
589,Secondhand Lions,2003,7.6,52,47151,76.0
590,Spy Kids 3: Game Over,2003,4.2,57,46744,42.0
591,Open Water,2003,5.7,63,46662,57.0
592,Les triplettes de Belleville,2003,7.8,91,46355,78.0
593,Bulletproof Monk,2003,5.5,40,44942,55.0
594,American Splendor,2003,7.5,90,44647,75.0
595,Zatôichi,2003,7.6,75,43842,76.0
596,Gigli,2003,2.4,18,43712,24.0
597,National Security,2003,5.6,31,42866,56.0
598,Sinbad: Legend of the Seven Seas,2003,6.7,48,42221,67.0
599,The Cat in the Hat,2003,3.8,19,42039,38.0
600,Under the Tuscan Sun,2003,6.8,52,41404,68.0
601,A Man Apart,2003,6.1,36,41370,61.0
602,11:14,2003,7.2,65,40932,72.0
603,Honey,2003,5.3,37,40060,53.0
604,The Hunted,2003,6.0,40,39397,60.0
605,Swimming Pool,2003,6.8,70,38294,68.0
606,Cradle 2 the Grave,2003,5.8,36,38028,58.0
607,Vozvrashchenie,2003,8.0,82,36510,80.0
608,Down with Love,2003,6.3,52,36418,63.0
609,The Haunted Mansion,2003,5.0,34,36356,50.0
610,Radio,2003,6.9,38,34803,69.0
611,The Medallion,2003,5.2,38,34403,52.0
612,House of the Dead,2003,2.0,15,33950,20.0
613,Hollywood Homicide,2003,5.3,47,33455,53.0
614,Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,33023,34.0
615,Ondskan,2003,7.8,61,32764,78.0
616,Bringing Down the House,2003,5.6,39,32290,56.0
617,Uptown Girls,2003,6.1,33,31986,61.0
618,Confidence,2003,6.7,59,31780,67.0
619,The Lizzie McGuire Movie,2003,5.4,56,31580,54.0
620,Shattered Glass,2003,7.2,73,30952,72.0
621,Touching the Void,2003,8.1,82,30202,81.0
622,The Cooler,2003,7.0,69,30169,70.0
623,The Missing,2003,6.5,55,30005,65.0
624,Agent Cody Banks,2003,5.1,41,29745,51.0
625,Looney Tunes: Back in Action,2003,5.7,64,28574,57.0
626,Darkness Falls,2003,5.0,23,27985,50.0
627,Anything Else,2003,6.4,43,27519,64.0
628,The Human Stain,2003,6.3,57,27306,63.0
629,Les invasions barbares,2003,7.7,70,26443,77.0
630,Kangaroo Jack,2003,4.4,16,26103,44.0
631,Beyond Borders,2003,6.5,32,24574,65.0
632,Tôkyô goddofâzâzu,2003,7.9,73,24296,79.0
633,From Justin to Kelly,2003,2.1,14,24185,21.0
634,A Mighty Wind,2003,7.3,81,23798,73.0
635,Ned Kelly,2003,6.5,56,23606,65.0
636,View from the Top,2003,5.2,27,23233,52.0
637,My Life Without Me,2003,7.6,57,22644,76.0
638,Kontroll,2003,7.7,72,22096,77.0
639,Capturing the Friedmans,2003,7.8,90,21552,78.0
640,The United States of Leland,2003,7.1,37,21452,71.0
641,Calendar Girls,2003,6.9,60,21114,69.0
642,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20954,82.0
643,In the Cut,2003,5.3,46,19979,53.0
644,Wonderland,2003,6.6,43,19934,66.0
645,Cold Creek Manor,2003,4.9,37,19605,49.0
646,The Corporation,2003,8.1,73,19279,81.0
647,Code 46,2003,6.2,57,19064,62.0
648,Saints and Soldiers,2003,6.8,56,18933,68.0
649,Pieces of April,2003,7.1,70,18904,71.0
650,La meglio gioventù,2003,8.5,89,18368,85.0
651,Veronica Guerin,2003,6.9,55,17554,69.0
652,Malibu's Most Wanted,2003,5.1,43,17157,51.0
653,De grønne slagtere,2003,7.3,54,16921,73.0
654,Head of State,2003,5.4,44,16647,54.0
655,Willard,2003,6.2,61,16221,62.0
656,The Order,2003,5.2,21,15964,52.0
657,Latter Days,2003,7.1,45,15766,71.0
658,Carandiru,2003,7.6,71,15753,76.0
659,A Guy Thing,2003,5.6,27,15423,56.0
660,Chakushin ari,2003,6.2,54,15416,62.0
661,Eternal Sunshine of the Spotless Mind,2004,8.3,89,781755,83.0
662,Kill Bill: Vol. 2,2004,8.0,83,583122,80.0
663,The Incredibles,2004,8.0,90,561386,80.0
664,Million Dollar Baby,2004,8.1,86,561103,81.0
665,Spider-Man 2,2004,7.3,83,474979,73.0
666,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,455647,79.0
667,The Notebook,2004,7.9,53,450997,79.0
668,Shaun of the Dead,2004,7.9,76,448466,79.0
669,"I, Robot",2004,7.1,59,444026,71.0
670,Troy,2004,7.2,56,432430,72.0
671,The Butterfly Effect,2004,7.7,30,403863,77.0
672,The Bourne Supremacy,2004,7.8,73,393758,78.0
673,Crash,2004,7.8,69,390901,78.0
674,The Day After Tomorrow,2004,6.4,47,370347,64.0
675,Shrek 2,2004,7.2,75,359637,72.0
676,The Terminal,2004,7.3,55,348089,73.0
677,Saw,2004,7.6,46,338859,76.0
678,Collateral,2004,7.5,71,323591,75.0
679,Ocean's Twelve,2004,6.5,58,318916,65.0
680,The Machinist,2004,7.7,61,317500,77.0
681,Hotel Rwanda,2004,8.1,79,302445,81.0
682,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,297402,72.0
683,The Aviator,2004,7.5,77,295907,75.0
684,Man on Fire,2004,7.7,47,295617,77.0
685,50 First Dates,2004,6.8,48,293759,68.0
686,Der Untergang,2004,8.2,82,290691,82.0
687,Mean Girls,2004,7.0,66,285470,70.0
688,National Treasure,2004,6.9,39,277428,69.0
689,Hellboy,2004,6.9,72,273718,69.0
690,Hauru no ugoku shiro,2004,8.2,80,264663,82.0
691,Meet the Fockers,2004,6.3,41,231224,63.0
692,Van Helsing,2004,6.1,35,220705,61.0
693,The Village,2004,6.5,44,217358,65.0
694,Dawn of the Dead,2004,7.3,59,213644,73.0
695,Dodgeball: A True Underdog Story,2004,6.7,55,205982,67.0
696,The Chronicles of Riddick,2004,6.7,38,199202,67.0
697,Garden State,2004,7.5,67,198244,75.0
698,Before Sunset,2004,8.1,90,196353,81.0
699,The Passion of the Christ,2004,7.2,47,195402,72.0
700,Finding Neverland,2004,7.7,67,186833,77.0
701,The Girl Next Door,2004,6.7,47,185402,67.0
702,Closer,2004,7.3,65,184242,73.0
703,A Series of Unfortunate Events,2004,6.8,62,178949,68.0
704,Napoleon Dynamite,2004,6.9,64,177845,69.0
705,EuroTrip,2004,6.6,45,177513,66.0
706,Resident Evil: Apocalypse,2004,6.2,35,169999,62.0
707,Harold & Kumar Go to White Castle,2004,7.1,64,167844,71.0
708,Sideways,2004,7.5,94,164678,75.0
709,AVP: Alien vs. Predator,2004,5.6,29,164594,56.0
710,Secret Window,2004,6.6,46,163534,66.0
711,The Life Aquatic with Steve Zissou,2004,7.3,62,159340,73.0
712,Alexander,2004,5.6,39,150410,56.0
713,Blade: Trinity,2004,5.9,38,149558,59.0
714,Shark Tale,2004,6.0,48,148344,60.0
715,King Arthur,2004,6.3,46,148091,63.0
716,Layer Cake,2004,7.4,73,147065,74.0
717,Team America: World Police,2004,7.2,64,146873,72.0
718,The Polar Express,2004,6.6,61,144333,66.0
719,13 Going on 30,2004,6.1,57,140242,61.0
720,The Punisher,2004,6.5,33,137797,65.0
721,Starsky & Hutch,2004,6.1,55,128531,61.0
722,The Grudge,2004,5.9,49,127330,59.0
723,Ray,2004,7.7,73,123014,77.0
724,Fahrenheit 9/11,2004,7.5,67,119710,75.0
725,Along Came Polly,2004,5.9,44,115219,59.0
726,White Chicks,2004,5.5,41,112976,55.0
727,Kung fu,2004,7.8,78,111314,78.0
728,The Phantom of the Opera,2004,7.3,40,106328,73.0
729,Shi mian mai fu,2004,7.6,89,99636,76.0
730,Catwoman,2004,3.3,27,97151,33.0
731,The Manchurian Candidate,2004,6.6,76,94444,66.0
732,Super Size Me,2004,7.2,73,93136,72.0
733,The Ladykillers,2004,6.2,56,91141,62.0
734,Bridget Jones: The Edge of Reason,2004,6.0,44,90600,60.0
735,Diarios de motocicleta,2004,7.8,75,89625,78.0
736,Primer,2004,6.9,68,85842,69.0
737,Cellular,2004,6.5,60,85075,65.0
738,Sky Captain and the World of Tomorrow,2004,6.1,64,77150,61.0
739,Around the World in 80 Days,2004,5.8,49,76320,58.0
740,Hidalgo,2004,6.7,54,72160,67.0
741,Taking Lives,2004,6.2,38,71954,62.0
742,Spanglish,2004,6.4,48,71719,64.0
743,A Cinderella Story,2004,5.9,25,71621,59.0
744,Mar adentro,2004,8.0,74,70817,80.0
745,Garfield,2004,5.0,27,68546,50.0
746,The SpongeBob SquarePants Movie,2004,7.0,66,67547,70.0
747,Un long dimanche de fiançailles,2004,7.7,76,66905,77.0
748,The Princess Diaries 2: Royal Engagement,2004,5.8,43,63478,58.0
749,Mysterious Skin,2004,7.7,73,61369,77.0
750,Banlieue 13,2004,7.2,70,60926,72.0
751,The Forgotten,2004,5.8,43,60767,58.0
752,Walking Tall,2004,6.2,44,59684,62.0
753,I Heart Huckabees,2004,6.7,55,59515,67.0
754,Jersey Girl,2004,6.2,43,58770,62.0
755,Wimbledon,2004,6.3,59,55519,63.0
756,Ella Enchanted,2004,6.3,53,54576,63.0
757,The Stepford Wives,2004,5.3,42,54068,53.0
758,Mindhunters,2004,6.4,33,53740,64.0
759,Friday Night Lights,2004,7.3,70,52423,73.0
760,Ladder 49,2004,6.5,47,51458,65.0
761,In Good Company,2004,6.5,66,51065,65.0
762,Les choristes,2004,7.9,56,50152,79.0
763,La mala educación,2004,7.5,81,49817,75.0
764,Nochnoy dozor,2004,6.5,58,49782,65.0
765,The Whole Ten Yards,2004,5.5,24,49781,55.0
766,Wicker Park,2004,7.0,40,48881,70.0
767,Flight of the Phoenix,2004,6.1,47,48697,61.0
768,Alfie,2004,6.2,49,47087,62.0
769,Gegen die Wand,2004,8.0,78,45561,80.0
770,2046,2004,7.5,78,45512,75.0
771,Kinsey,2004,7.1,79,45082,71.0
772,Dead Man's Shoes,2004,7.7,52,44375,77.0
773,Bin-jip,2004,8.1,72,43365,81.0
774,Veer-Zaara,2004,7.9,67,42675,79.0
775,Saved!,2004,6.8,62,42347,68.0
776,Miracle,2004,7.5,68,41570,75.0
777,After the Sunset,2004,6.3,38,41234,63.0
778,Without a Paddle,2004,5.9,29,40372,59.0
779,Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,39692,50.0
780,Shall We Dance,2004,6.1,47,39263,61.0
781,Taxi,2004,4.5,27,36486,45.0
782,The Prince & Me,2004,5.9,47,34790,59.0
783,Taegukgi hwinalrimyeo,2004,8.1,64,34767,81.0
784,Christmas with the Kranks,2004,5.3,22,33865,53.0
785,Raising Helen,2004,6.0,38,33238,60.0
786,Gui wá xinniáng zhi gui wá yeyou zhong,2004,4.9,46,33206,49.0
787,The Libertine,2004,6.4,44,32985,64.0
788,Chasing Liberty,2004,6.1,46,32979,61.0
789,Innocence,2004,7.6,66,32418,76.0
790,Maria Full of Grace,2004,7.5,87,32203,75.0
791,The Merchant of Venice,2004,7.1,63,32158,71.0
792,Birth,2004,6.1,50,32083,61.0
793,Exorcist: The Beginning,2004,5.1,30,30737,51.0
794,The Woodsman,2004,7.2,72,29721,72.0
795,Melinda and Melinda,2004,6.5,54,29217,65.0
796,Die fetten Jahre sind vorbei,2004,7.5,68,29025,75.0
797,The Final Cut,2004,6.2,43,28842,62.0
798,Mean Creek,2004,7.3,74,28607,73.0
799,Envy,2004,4.8,31,28152,48.0
800,Spartan,2004,6.6,60,27853,66.0
801,Superbabies: Baby Geniuses 2,2004,2.0,9,27833,20.0
802,Club Dread,2004,5.7,45,26069,57.0
803,Torque,2004,4.0,41,25289,40.0
804,Confessions of a Teenage Drama Queen,2004,4.6,33,25285,46.0
805,Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,24966,46.0
806,Raise Your Voice,2004,5.9,33,24739,59.0
807,Win a Date with Tad Hamilton!,2004,5.6,52,24682,56.0
808,You Got Served,2004,3.6,37,24497,36.0
809,Dirty Dancing: Havana Nights,2004,6.0,39,24389,60.0
810,The Assassination of Richard Nixon,2004,7.0,63,24316,70.0
811,Godsend,2004,4.8,24,23558,48.0
812,A Love Song for Bobby Long,2004,7.2,48,23522,72.0
813,Millions,2004,6.9,74,23236,69.0
814,Vera Drake,2004,7.7,83,21822,77.0
815,The Perfect Score,2004,5.7,35,21499,57.0
816,Laws of Attraction,2004,5.9,38,20394,59.0
817,Dear Frankie,2004,7.8,63,20001,78.0
818,Dare mo shiranai,2004,8.1,88,19854,81.0
819,Soul Plane,2004,4.4,33,19776,44.0
820,9 Songs,2004,4.8,43,19731,48.0
821,Surviving Christmas,2004,5.4,19,19667,54.0
822,New York Minute,2004,4.9,33,19485,49.0
823,First Daughter,2004,5.0,31,19150,50.0
824,Vanity Fair,2004,6.2,53,18748,62.0
825,Bride & Prejudice,2004,6.2,55,18620,62.0
826,Batman Begins,2005,8.3,70,1136429,83.0
827,V for Vendetta,2005,8.2,62,913119,82.0
828,Sin City,2005,8.0,74,702333,80.0
829,Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,609669,76.0
830,Harry Potter and the Goblet of Fire,2005,7.7,81,456461,77.0
831,Mr. & Mrs. Smith,2005,6.5,55,397330,65.0
832,War of the Worlds,2005,6.5,73,372531,65.0
833,Charlie and the Chocolate Factory,2005,6.7,72,369388,67.0
834,King Kong,2005,7.2,81,353290,72.0
835,The 40 Year Old Virgin,2005,7.1,73,348550,71.0
836,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,324520,69.0
837,Madagascar,2005,6.9,57,310704,69.0
838,Wedding Crashers,2005,7.0,64,304658,70.0
839,Fantastic Four,2005,5.7,40,288794,57.0
840,Brokeback Mountain,2005,7.7,87,288314,77.0
841,The Island,2005,6.9,50,282303,69.0
842,Lord of War,2005,7.6,62,269909,76.0
843,Hitch,2005,6.6,58,269078,66.0
844,Constantine,2005,7.0,50,265032,70.0
845,Serenity,2005,7.9,74,262049,79.0
846,Kingdom of Heaven,2005,7.2,63,241854,72.0
847,Pride & Prejudice,2005,7.8,82,219438,78.0
848,Corpse Bride,2005,7.4,83,214557,74.0
849,Saw II,2005,6.6,40,210488,66.0
850,Walk the Line,2005,7.9,72,205231,79.0
851,A History of Violence,2005,7.5,81,204661,75.0
852,Thank You for Smoking,2005,7.6,71,202586,76.0
853,Kiss Kiss Bang Bang,2005,7.6,72,195940,76.0
854,Munich,2005,7.6,74,192925,76.0
855,Match Point,2005,7.6,72,185268,76.0
856,The Descent,2005,7.2,71,176951,72.0
857,Transporter 2,2005,6.3,56,173550,63.0
858,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,171464,68.0
859,Cinderella Man,2005,8.0,69,161768,80.0
860,Jarhead,2005,7.0,58,157418,70.0
861,Hostel,2005,5.9,55,153566,59.0
862,The Longest Yard,2005,6.4,48,145230,64.0
863,Hard Candy,2005,7.1,58,143138,71.0
864,Flightplan,2005,6.3,53,138783,63.0
865,Hooligans,2005,7.5,55,130135,75.0
866,Memoirs of a Geisha,2005,7.4,54,128307,74.0
867,The Constant Gardener,2005,7.4,82,121474,74.0
868,Fun with Dick and Jane,2005,6.1,47,121317,61.0
869,Four Brothers,2005,6.9,49,121066,69.0
870,Syriana,2005,6.9,76,117769,69.0
871,Robots,2005,6.3,64,117098,63.0
872,Æon Flux,2005,5.5,36,117074,55.0
873,Capote,2005,7.4,88,112853,74.0
874,The Curse of the Were-Rabbit,2005,7.5,87,110590,75.0
875,The Brothers Grimm,2005,5.9,51,107423,59.0
876,The Exorcism of Emily Rose,2005,6.7,46,107298,67.0
877,Coach Carter,2005,7.3,57,105778,73.0
878,House of Wax,2005,5.3,41,104108,53.0
879,Red Eye,2005,6.5,71,102284,65.0
880,The Jacket,2005,7.1,44,101012,71.0
881,Hostage,2005,6.6,44,99989,66.0
882,The Skeleton Key,2005,6.5,47,96660,65.0
883,Doom,2005,5.2,34,95627,52.0
884,The Amityville Horror,2005,6.0,33,95225,60.0
885,Just Friends,2005,6.2,47,93084,62.0
886,Brick,2005,7.4,72,92319,74.0
887,Unleashed,2005,7.0,58,91808,70.0
888,The Interpreter,2005,6.4,62,91332,64.0
889,Just Like Heaven,2005,6.7,47,90256,67.0
890,Broken Flowers,2005,7.2,79,89429,72.0
891,"Good Night, and Good Luck.",2005,7.5,80,88545,75.0
892,Land of the Dead,2005,6.2,71,84832,62.0
893,Sahara,2005,6.0,41,84195,60.0
894,The Devil's Rejects,2005,6.9,53,83369,69.0
895,The Ring Two,2005,5.4,44,82085,54.0
896,The Legend of Zorro,2005,5.9,47,81980,59.0
897,Revolver,2005,6.5,25,81648,65.0
898,Waiting...,2005,6.8,30,81427,68.0
899,Zathura: A Space Adventure,2005,6.2,67,79877,62.0
900,Elektra,2005,4.7,34,79072,47.0
901,The New World,2005,6.7,69,76796,67.0
902,The Pacifier,2005,5.6,30,76749,56.0
903,Hide and Seek,2005,5.9,35,76162,59.0
904,Chicken Little,2005,5.8,48,74374,58.0
905,The Weather Man,2005,6.6,61,73265,66.0
906,The Dukes of Hazzard,2005,5.1,33,70868,51.0
907,Assault on Precinct 13,2005,6.3,54,69478,63.0
908,Sky High,2005,6.2,62,69341,62.0
909,Into the Blue,2005,5.8,45,68297,58.0
910,Stay,2005,6.9,41,68102,69.0
911,The Squid and the Whale,2005,7.4,82,67550,74.0
912,Derailed,2005,6.6,40,66636,66.0
913,Caché,2005,7.3,83,63510,73.0
914,Bewitched,2005,4.8,34,63358,48.0
915,Be Cool,2005,5.7,37,63295,57.0
916,A Lot Like Love,2005,6.6,48,62985,66.0
917,Elizabethtown,2005,6.4,45,62883,64.0
918,Chinjeolhan geumjassi,2005,7.6,75,61658,76.0
919,Wolf Creek,2005,6.3,54,61388,63.0
920,xXx: State of the Union,2005,4.4,37,61278,44.0
921,Domino,2005,6.0,36,61275,60.0
922,Miss Congeniality 2: Armed & Fabulous,2005,5.1,34,59686,51.0
923,Harsh Times,2005,6.9,56,58720,69.0
924,Nanny McPhee,2005,6.6,59,58265,66.0
925,Goal!,2005,6.7,53,55667,67.0
926,In Her Shoes,2005,6.5,60,55512,65.0
927,Dark Water,2005,5.6,52,54917,56.0
928,The Family Stone,2005,6.3,56,54226,63.0
929,Everything Is Illuminated,2005,7.5,58,53951,75.0
930,March of the Penguins,2005,7.6,79,51817,76.0
931,Hoodwinked!,2005,6.5,45,50793,65.0
932,Monster-in-Law,2005,5.5,31,49565,55.0
933,The Sisterhood of the Traveling Pants,2005,6.5,66,49143,65.0
934,Stealth,2005,5.0,35,48562,50.0
935,Cheaper by the Dozen 2,2005,5.5,34,48343,55.0
936,Casanova,2005,6.5,57,48139,65.0
937,Lords of Dogtown,2005,7.1,56,47947,71.0
938,The World's Fastest Indian,2005,7.8,68,47774,78.0
939,Son of the Mask,2005,2.2,20,46956,22.0
940,Grizzly Man,2005,7.8,87,46593,78.0
941,Rumor Has It...,2005,5.5,35,46230,55.0
942,The Proposition,2005,7.4,73,46097,74.0
943,Rent,2005,7.0,53,45141,70.0
944,Deuce Bigalow: European Gigolo,2005,4.6,23,44526,46.0
945,White Noise,2005,5.5,30,44470,55.0
946,The Wedding Date,2005,6.1,32,43345,61.0
947,The Matador,2005,6.8,65,42111,68.0
948,Herbie Fully Loaded,2005,4.8,47,40593,48.0
949,Adams æbler,2005,7.8,51,40296,78.0
950,Get Rich or Die Tryin',2005,5.2,45,40082,52.0
951,Two for the Money,2005,6.2,50,39884,62.0
952,Proof,2005,6.8,64,39854,68.0
953,Alone in the Dark,2005,2.3,9,39682,23.0
954,Fever Pitch,2005,6.2,56,39039,62.0
955,Transamerica,2005,7.4,66,38398,74.0
956,The Producers,2005,6.4,52,37626,64.0
957,Prime,2005,6.2,58,37440,62.0
958,Guess Who,2005,5.9,49,37002,59.0
959,The Three Burials of Melquiades Estrada,2005,7.4,77,36231,74.0
960,North Country,2005,7.3,68,35943,73.0
961,Hustle & Flow,2005,7.4,68,35888,74.0
962,The Ringer,2005,5.8,46,33010,58.0
963,Me and You and Everyone We Know,2005,7.3,76,33003,73.0
964,Kicking & Screaming,2005,5.6,45,32967,56.0
965,Tom yum goong,2005,7.1,52,32572,71.0
966,BloodRayne,2005,2.9,18,32049,29.0
967,The Fog,2005,3.6,27,31850,36.0
968,The Cave,2005,5.1,30,31790,51.0
969,Keeping Mum,2005,6.8,53,30644,68.0
970,C.R.A.Z.Y.,2005,8.0,81,29497,80.0
971,Tideland,2005,6.5,26,29183,65.0
972,Angel-A,2005,7.1,48,29072,71.0
973,Must Love Dogs,2005,5.9,46,28417,59.0
974,Oliver Twist,2005,6.9,65,28143,69.0
975,Cursed,2005,5.0,31,28134,50.0
976,Boogeyman,2005,4.2,32,27969,42.0
977,Feast,2005,6.4,43,27392,64.0
978,An Unfinished Life,2005,7.0,49,26382,70.0
979,Tsotsi,2005,7.3,70,26299,73.0
980,Imagine Me & You,2005,6.8,49,26252,68.0
981,The Perfect Man,2005,5.5,27,25825,55.0
982,Are We There Yet?,2005,4.6,27,25600,46.0
983,The Greatest Game Ever Played,2005,7.5,55,24843,75.0
984,Joyeux Noël,2005,7.8,70,24557,78.0
985,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,24480,35.0
986,Cry Wolf,2005,5.9,39,24417,59.0
987,Sophie Scholl - Die letzten Tage,2005,7.6,76,24335,76.0
988,"Yours, Mine & Ours",2005,5.4,38,24047,54.0
989,An American Haunting,2005,5.0,38,23358,50.0
990,The Man,2005,5.6,33,23254,56.0
991,Shopgirl,2005,6.4,62,22350,64.0
992,Ice Princess,2005,6.0,55,22137,60.0
993,The Ice Harvest,2005,6.3,62,21876,63.0
994,Mirrormask,2005,6.9,55,21352,69.0
995,Man of the House,2005,5.4,35,21284,54.0
996,The Departed,2006,8.5,85,1019586,85.0
997,The Prestige,2006,8.5,66,1006916,85.0
998,300,2006,7.7,52,669605,77.0
999,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,589933,73.0
1000,Pan's Labyrinth,2006,8.2,98,546281,82.0
1001,Casino Royale,2006,8.0,80,520883,80.0
1002,Blood Diamond,2006,8.0,64,446870,80.0
1003,X-Men: The Last Stand,2006,6.7,58,432764,67.0
1004,Children of Men,2006,7.9,84,408232,79.0
1005,Little Miss Sunshine,2006,7.8,80,395445,78.0
1006,The Pursuit of Happyness,2006,8.0,64,387554,80.0
1007,The Da Vinci Code,2006,6.6,46,358191,66.0
1008,The Illusionist,2006,7.6,68,327821,76.0
1009,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,322851,73.0
1010,The Devil Wears Prada,2006,6.9,62,322670,69.0
1011,Cars,2006,7.1,73,307466,71.0
1012,The Lives of Others,2006,8.4,89,306026,84.0
1013,Inside Man,2006,7.6,76,301707,76.0
1014,Mission: Impossible III,2006,6.9,66,290358,69.0
1015,Lucky Number Slevin,2006,7.8,53,282638,78.0
1016,Click,2006,6.4,45,273362,64.0
1017,Night at the Museum,2006,6.4,48,271556,64.0
1018,Deja Vu,2006,7.1,59,266725,71.0
1019,Babel,2006,7.5,69,265801,75.0
1020,Apocalypto,2006,7.8,68,261918,78.0
1021,Superman Returns,2006,6.1,72,255363,61.0
1022,Ice Age: The Meltdown,2006,6.8,58,222569,68.0
1023,Crank,2006,7.0,57,215157,70.0
1024,Perfume: The Story of a Murderer,2006,7.5,56,211282,75.0
1025,The Fountain,2006,7.3,51,210603,73.0
1026,The Fast and the Furious: Tokyo Drift,2006,6.0,45,208738,60.0
1027,The Holiday,2006,6.9,52,208083,69.0
1028,Stranger Than Fiction,2006,7.6,67,202370,76.0
1029,Silent Hill,2006,6.6,31,196238,66.0
1030,Rocky Balboa,2006,7.2,63,181216,72.0
1031,Underworld: Evolution,2006,6.7,36,174875,67.0
1032,The Last King of Scotland,2006,7.7,74,160556,77.0
1033,Saw III,2006,6.2,48,160406,62.0
1034,Happy Feet,2006,6.5,77,150841,65.0
1035,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,146755,66.0
1036,The Hills Have Eyes,2006,6.4,52,144178,64.0
1037,Laizi Liuhuang Dao de xin,2006,7.9,89,142819,79.0
1038,Over the Hedge,2006,6.7,67,141772,67.0
1039,She's the Man,2006,6.4,45,131291,64.0
1040,Smokin' Aces,2006,6.7,45,128891,67.0
1041,The Lake House,2006,6.8,52,125156,68.0
1042,Idiocracy,2006,6.6,66,125040,66.0
1043,Snakes on a Plane,2006,5.5,58,123197,55.0
1044,Clerks II,2006,7.4,65,121975,74.0
1045,16 Blocks,2006,6.6,63,119319,66.0
1046,Final Destination 3,2006,5.8,41,115370,58.0
1047,Eragon,2006,5.1,38,114957,51.0
1048,Accepted,2006,6.5,47,113931,65.0
1049,The Break-Up,2006,5.8,45,112359,58.0
